timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
1526461764584,115,GET Request,200,OK,Thread Group 1-4,text,true,851,392,100,100,http://jsonplaceholder.typicode.com/posts/58,115,1,0,0,55
1526461764591,108,GET Request,200,OK,Thread Group 1-25,text,true,879,392,100,100,http://jsonplaceholder.typicode.com/posts/26,108,1,0,0,51
1526461764584,120,GET Request,200,OK,Thread Group 1-9,text,true,900,392,100,100,http://jsonplaceholder.typicode.com/posts/59,120,1,0,0,53
1526461764614,117,GET Request,200,OK,Thread Group 1-80,text,true,890,392,100,100,http://jsonplaceholder.typicode.com/posts/49,117,1,0,0,52
1526461764623,116,GET Request,200,OK,Thread Group 1-84,text,true,887,392,100,100,http://jsonplaceholder.typicode.com/posts/77,116,1,0,0,50
1526461764642,112,GET Request,200,OK,Thread Group 1-63,text,true,886,391,100,100,http://jsonplaceholder.typicode.com/posts/3,112,1,0,0,51
1526461764631,133,GET Request,200,OK,Thread Group 1-46,text,true,859,391,100,100,http://jsonplaceholder.typicode.com/posts/9,133,1,0,0,51
1526461764635,129,GET Request,200,OK,Thread Group 1-16,text,true,870,392,100,100,http://jsonplaceholder.typicode.com/posts/19,129,1,0,0,53
1526461764614,151,GET Request,200,OK,Thread Group 1-17,text,true,894,392,100,100,http://jsonplaceholder.typicode.com/posts/85,151,1,0,0,50
1526461764634,131,GET Request,200,OK,Thread Group 1-64,text,true,874,392,100,100,http://jsonplaceholder.typicode.com/posts/23,131,1,0,0,52
1526461764657,109,GET Request,200,OK,Thread Group 1-60,text,true,890,392,100,100,http://jsonplaceholder.typicode.com/posts/49,109,1,0,0,51
1526461764657,109,GET Request,200,OK,Thread Group 1-30,text,true,864,392,100,100,http://jsonplaceholder.typicode.com/posts/68,109,1,0,0,51
1526461764669,102,GET Request,200,OK,Thread Group 1-75,text,true,860,392,100,100,http://jsonplaceholder.typicode.com/posts/99,102,1,0,0,50
1526461764671,105,GET Request,200,OK,Thread Group 1-81,text,true,849,392,100,100,http://jsonplaceholder.typicode.com/posts/46,105,1,0,0,50
1526461764681,106,GET Request,200,OK,Thread Group 1-55,text,true,895,392,100,100,http://jsonplaceholder.typicode.com/posts/75,106,1,0,0,51
1526461764685,103,GET Request,200,OK,Thread Group 1-71,text,true,908,392,100,100,http://jsonplaceholder.typicode.com/posts/36,103,1,0,0,51
1526461764654,138,GET Request,200,OK,Thread Group 1-59,text,true,884,392,100,100,http://jsonplaceholder.typicode.com/posts/84,138,1,0,0,50
1526461764631,167,GET Request,200,OK,Thread Group 1-89,text,true,907,392,100,100,http://jsonplaceholder.typicode.com/posts/50,167,1,0,0,49
1526461764696,110,GET Request,200,OK,Thread Group 1-7,text,true,887,392,100,100,http://jsonplaceholder.typicode.com/posts/80,110,1,0,0,54
1526461764700,110,GET Request,200,OK,Thread Group 1-42,text,true,886,391,100,100,http://jsonplaceholder.typicode.com/posts/3,110,1,0,0,52
1526461764697,114,GET Request,200,OK,Thread Group 1-34,text,true,868,392,100,100,http://jsonplaceholder.typicode.com/posts/24,114,1,0,0,54
1526461764689,124,GET Request,200,OK,Thread Group 1-51,text,true,890,392,100,100,http://jsonplaceholder.typicode.com/posts/21,124,1,0,0,61
1526461764703,114,GET Request,200,OK,Thread Group 1-58,text,true,887,392,100,100,http://jsonplaceholder.typicode.com/posts/80,114,1,0,0,50
1526461764718,102,GET Request,200,OK,Thread Group 1-39,text,true,912,392,100,100,http://jsonplaceholder.typicode.com/posts/13,102,1,0,0,49
1526461764727,103,GET Request,200,OK,Thread Group 1-68,text,true,863,392,100,100,http://jsonplaceholder.typicode.com/posts/30,103,1,0,0,49
1526461764732,105,GET Request,200,OK,Thread Group 1-72,text,true,877,392,100,100,http://jsonplaceholder.typicode.com/posts/47,105,1,0,0,50
1526461764727,117,GET Request,200,OK,Thread Group 1-85,text,true,870,392,100,100,http://jsonplaceholder.typicode.com/posts/29,117,1,0,0,50
1526461764750,104,GET Request,200,OK,Thread Group 1-24,text,true,889,392,100,100,http://jsonplaceholder.typicode.com/posts/27,104,1,0,0,51
1526461764754,105,GET Request,200,OK,Thread Group 1-47,text,true,864,392,100,100,http://jsonplaceholder.typicode.com/posts/71,105,1,0,0,51
1526461764758,106,GET Request,200,OK,Thread Group 1-12,text,true,887,392,100,100,http://jsonplaceholder.typicode.com/posts/80,106,1,0,0,52
1526461764757,109,GET Request,200,OK,Thread Group 1-76,text,true,881,392,100,100,http://jsonplaceholder.typicode.com/posts/60,109,1,0,0,51
1526461764757,114,GET Request,200,OK,Thread Group 1-26,text,true,869,392,100,100,http://jsonplaceholder.typicode.com/posts/62,114,1,0,0,52
1526461764770,102,GET Request,200,OK,Thread Group 1-5,text,true,861,392,100,100,http://jsonplaceholder.typicode.com/posts/64,102,1,0,0,48
1526461764778,103,GET Request,200,OK,Thread Group 1-56,text,true,879,392,100,100,http://jsonplaceholder.typicode.com/posts/31,103,1,0,0,50
1526461764782,102,GET Request,200,OK,Thread Group 1-94,text,true,877,392,100,100,http://jsonplaceholder.typicode.com/posts/73,102,1,0,0,49
1526461764789,109,GET Request,200,OK,Thread Group 1-45,text,true,854,392,100,100,http://jsonplaceholder.typicode.com/posts/98,109,1,0,0,51
1526461764633,299,GET Request,200,OK,Thread Group 1-10,text,true,886,392,100,100,http://jsonplaceholder.typicode.com/posts/32,299,1,0,0,112
1526461764644,291,GET Request,200,OK,Thread Group 1-98,text,true,894,392,100,100,http://jsonplaceholder.typicode.com/posts/85,291,1,0,0,102
1526461764658,282,GET Request,200,OK,Thread Group 1-54,text,true,870,392,100,100,http://jsonplaceholder.typicode.com/posts/29,282,1,0,0,87
1526461764683,266,GET Request,200,OK,Thread Group 1-22,text,true,916,392,100,100,http://jsonplaceholder.typicode.com/posts/63,265,1,0,0,64
1526461764847,111,GET Request,200,OK,Thread Group 1-73,text,true,880,391,100,100,http://jsonplaceholder.typicode.com/posts/4,111,1,0,0,48
1526461764852,118,GET Request,200,OK,Thread Group 1-35,text,true,881,392,100,100,http://jsonplaceholder.typicode.com/posts/37,118,1,0,0,49
1526461764875,113,GET Request,200,OK,Thread Group 1-90,text,true,884,392,100,100,http://jsonplaceholder.typicode.com/posts/72,113,1,0,0,58
